Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
6451.TW,2026-03-13,100,40,30,15,15,7.19,7.25,-0.06,66.3,17.54,180.42,268.12,24.6
1809.TW,2026-03-13,85,35,25,10,15,0.5,0.65,-0.14,61.5,1.9,22.2,31.7,17.6
2855.TW,2026-03-13,85,35,20,15,15,0.54,0.7,-0.16,54.1,1.04,28.17,33.37,115.0
4540.TW,2026-03-13,85,35,20,15,15,0.72,1.18,-0.46,51.7,3.08,42.44,57.84,36.1
6598.TW,2026-03-13,85,40,20,15,10,0.24,0.28,-0.04,56.6,1.02,23.01,28.11,37.1
2887.TW,2026-03-13,80,35,20,15,10,0.53,0.66,-0.13,55.7,0.83,23.09,27.24,78.0
2535.TW,2026-03-13,80,35,20,15,10,1.02,1.18,-0.16,56.4,2.01,69.28,79.33,58.5
6016.TWO,2026-03-13,75,40,20,15,0,0.39,0.42,-0.03,56.2,0.77,15.71,19.56,256.0
5464.TWO,2026-03-13,75,35,30,10,0,0.35,0.36,-0.01,65.0,0.9,25.55,30.05,18.1
2436.TW,2026-03-13,70,35,20,5,10,1.25,1.4,-0.15,52.2,3.47,53.86,71.21,8.5
4534.TWO,2026-03-13,70,35,30,5,0,2.12,2.23,-0.12,68.2,2.43,24.64,36.79,3.6
2382.TW,2026-03-13,70,35,20,15,0,1.69,1.98,-0.29,52.0,9.79,269.42,318.37,53.0
6109.TWO,2026-03-13,70,40,15,15,0,0.01,0.02,-0.01,58.9,0.4,11.45,13.45,37.9
1312A.TW,2026-03-12,70,40,20,10,0,0.04,0.06,-0.02,53.8,0.29,22.37,23.82,12.0
2049.TW,2026-03-13,70,30,20,5,15,2.88,3.43,-0.55,53.1,13.79,210.92,279.87,2.0
8081.TW,2026-03-13,65,30,20,5,10,2.51,3.42,-0.91,50.4,8.71,224.08,267.63,3.4
3550.TW,2026-03-13,65,35,10,5,15,0.07,0.27,-0.2,43.3,1.21,15.93,21.98,4.1
8905.TWO,2026-03-13,65,35,15,15,0,1.1,1.3,-0.2,46.2,1.16,36.58,42.38,21.2
6654.TWO,2026-03-13,65,35,15,15,0,0.26,0.4,-0.14,49.6,2.98,87.64,102.54,20.8
8147.TWO,2026-03-13,60,25,20,15,0,3.97,5.0,-1.03,50.6,6.68,116.14,149.54,28.4
4904.TW,2026-03-13,60,35,15,10,0,0.34,0.6,-0.26,49.7,2.11,87.58,98.13,12.1
2484.TW,2026-03-13,60,35,15,5,5,0.11,0.46,-0.35,51.8,1.62,23.66,31.76,5.1
3556.TWO,2026-03-13,60,35,15,10,0,0.09,0.56,-0.46,45.8,1.73,38.34,46.99,13.1
5234.TW,2026-03-13,60,25,15,10,10,8.07,9.92,-1.86,51.2,27.82,338.86,477.96,11.1
6257.TW,2026-03-13,55,30,15,5,5,0.88,1.68,-0.81,52.0,8.68,113.64,157.04,7.1
4533.TWO,2026-03-13,55,35,15,5,0,0.59,0.99,-0.4,56.0,2.6,28.3,41.3,4.3
8091.TWO,2026-03-13,55,30,20,5,0,0.99,1.66,-0.68,52.5,6.5,122.5,155.0,8.2
3264.TWO,2026-03-13,55,25,15,15,0,1.38,2.04,-0.66,49.0,9.43,132.14,179.29,20.4
5434.TW,2026-03-13,50,25,20,5,0,1.46,2.11,-0.65,54.2,13.71,304.08,372.63,8.7
8155.TWO,2026-03-13,50,25,10,15,0,0.16,0.96,-0.79,49.0,12.25,181.5,242.75,23.2
3234.TWO,2026-03-13,50,25,15,10,0,6.42,7.72,-1.29,57.5,8.82,70.46,114.56,14.1
3526.TWO,2026-03-13,45,20,20,5,0,7.08,8.27,-1.19,51.5,14.68,259.14,332.54,6.7
7709.TWO,2026-03-13,30,25,5,0,0,0.39,1.7,-1.31,44.0,3.95,47.1,66.85,0.0
