Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
3588.TW,2026-05-21,80,35,20,10,15,1.3,1.77,-0.47,52.7,3.04,56.32,71.52,15.2
6136.TW,2026-05-21,75,40,20,15,0,0.0,0.06,-0.06,50.5,0.55,24.35,27.1,28.5
6951.TW,2026-05-21,75,40,20,15,0,0.27,0.31,-0.04,53.4,1.14,79.32,85.02,21.5
6574.TWO,2026-05-21,75,40,20,15,0,3.64,3.72,-0.08,62.1,7.36,102.78,139.58,29.5
3556.TWO,2026-05-21,75,35,25,15,0,1.05,1.39,-0.34,62.2,2.27,49.46,60.81,23.1
4949.TW,2026-05-21,70,25,15,15,15,2.1,3.74,-1.64,40.3,6.91,82.18,116.73,36.7
8358.TWO,2026-05-21,70,25,30,15,0,35.02,36.15,-1.13,67.5,39.68,418.64,617.04,46.5
4543.TWO,2026-05-21,70,35,20,15,0,0.69,0.94,-0.25,53.1,1.85,35.65,44.9,39.3
6494.TWO,2026-05-21,70,35,20,15,0,0.92,1.29,-0.36,56.3,2.91,50.28,64.83,35.8
6121.TWO,2026-05-21,70,35,25,10,0,5.92,6.32,-0.41,64.6,11.07,359.36,414.71,10.9
2882A.TW,2026-05-21,70,35,20,15,0,0.05,0.06,-0.01,53.8,0.16,62.08,62.88,112.9
6168.TW,2026-05-21,70,35,25,5,5,0.29,0.32,-0.03,64.1,1.41,25.18,32.23,7.8
2488.TW,2026-05-21,65,40,20,5,0,0.52,0.58,-0.06,55.2,0.79,50.82,54.77,3.7
2347.TW,2026-05-21,65,30,20,15,0,0.88,1.12,-0.24,55.4,2.56,79.28,92.08,38.3
2887I.TW,2026-05-21,65,35,15,15,0,0.0,0.0,-0.0,33.3,0.02,9.34,9.44,165.9
3709.TWO,2026-05-21,65,30,20,15,0,2.54,3.07,-0.54,55.9,5.51,75.98,103.53,33.9
2891B.TW,2026-05-21,65,30,20,15,0,0.06,0.08,-0.02,50.0,0.21,64.18,65.23,43.3
3390.TWO,2026-05-21,65,35,25,5,0,0.75,0.86,-0.11,63.9,1.46,25.43,32.73,8.3
6894.TWO,2026-05-21,65,30,20,15,0,1.29,1.7,-0.4,59.9,17.54,319.42,407.12,60.2
2834.TW,2026-05-21,65,40,15,10,0,0.05,0.09,-0.05,39.1,0.21,15.68,16.73,10.2
8112.TW,2026-05-21,60,25,20,15,0,0.3,0.52,-0.22,57.4,3.69,78.12,96.57,137.8
1423.TW,2026-05-21,60,40,15,5,0,0.08,0.11,-0.03,46.6,0.89,39.52,43.97,10.0
5871A.TW,2026-05-21,60,30,30,0,0,0.05,0.08,-0.03,66.7,0.5,101.5,104.0,0.0
2248.TW,2026-05-21,55,35,15,5,0,0.42,0.73,-0.31,43.6,1.7,51.6,60.1,9.8
3605.TW,2026-05-21,55,25,10,5,15,2.43,3.58,-1.14,40.4,4.54,72.72,95.42,9.5
6202.TW,2026-05-21,55,30,20,5,0,0.57,0.69,-0.12,59.4,3.31,52.28,68.83,8.5
6577.TWO,2026-05-21,55,30,20,5,0,0.13,0.46,-0.33,53.2,1.7,76.3,84.8,0.8
2379.TW,2026-05-21,50,25,20,5,0,11.67,12.33,-0.66,58.2,26.07,522.86,653.21,4.0
6108.TW,2026-05-21,50,35,10,5,0,0.3,0.61,-0.32,50.6,1.24,16.77,22.97,5.2
6146.TWO,2026-05-21,45,25,15,5,0,1.76,3.01,-1.24,49.7,8.36,203.78,245.58,1.0
