Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2615.TW,2026-09-18,85,35,25,15,10,4.64,5.12,-0.48,60.3,6.18,108.14,139.04,23.1
2606.TW,2026-09-18,80,35,20,15,10,2.12,2.58,-0.46,54.2,2.86,71.68,85.98,38.5
6108.TW,2026-09-18,80,35,20,15,10,0.58,0.69,-0.11,52.0,1.09,21.92,27.37,38.0
2816.TW,2026-09-18,80,35,20,15,10,1.17,1.19,-0.02,59.5,0.86,38.73,43.03,29.6
2603.TW,2026-09-18,75,30,20,15,10,4.35,4.78,-0.43,56.9,6.89,226.72,261.17,21.6
3231.TW,2026-09-18,75,30,20,15,10,1.75,2.49,-0.74,58.8,7.46,171.58,208.88,62.4
2636.TW,2026-09-18,75,40,25,10,0,0.61,0.64,-0.03,64.0,1.25,68.7,74.95,15.9
4106.TW,2026-09-18,75,35,30,10,0,0.05,0.08,-0.03,66.7,0.32,23.91,25.51,11.5
6598.TW,2026-09-18,75,40,20,15,0,0.0,0.02,-0.02,50.0,0.89,26.77,31.22,81.3
6666.TW,2026-09-18,75,40,20,15,0,0.54,0.61,-0.07,56.5,1.11,42.63,48.18,26.3
6770.TW,2026-09-18,75,35,15,15,10,0.82,0.82,-0.0,52.0,3.3,67.4,83.9,53.3
2887I.TW,2026-09-18,75,40,20,15,0,0.0,0.01,-0.0,55.6,0.02,9.48,9.58,361.8
2107.TW,2026-09-18,70,35,20,15,0,0.22,0.23,-0.02,57.7,0.36,26.58,28.38,38.3
6177.TW,2026-09-18,70,25,20,15,10,0.43,0.56,-0.13,56.9,1.25,45.85,52.1,600.4
8070.TW,2026-09-18,70,40,15,15,0,0.1,0.11,-0.0,53.0,1.21,48.28,54.33,29.1
6712.TWO,2026-09-18,70,40,15,15,0,1.13,1.14,-0.01,54.5,2.71,153.08,166.63,23.1
4912.TW,2026-09-18,70,30,15,15,10,0.59,1.13,-0.54,51.8,4.36,89.98,111.78,37.7
5607.TW,2026-09-18,70,35,20,15,0,0.31,0.69,-0.38,54.7,1.81,49.38,58.43,37.1
8481.TW,2026-09-18,70,40,20,10,0,0.13,0.18,-0.05,54.0,0.36,40.33,42.13,10.8
6206.TW,2026-09-18,65,35,15,15,0,0.21,0.23,-0.02,50.7,4.32,129.86,151.46,38.3
1522A.TW,2026-09-18,65,30,20,15,0,0.26,0.31,-0.06,57.1,0.06,50.98,51.28,54.3
1268.TWO,2026-09-18,65,35,20,10,0,0.79,1.0,-0.21,52.3,1.83,170.34,179.49,19.2
1409.TW,2026-09-18,65,40,10,15,0,0.22,0.32,-0.1,49.4,1.2,22.1,28.1,23.2
1608.TW,2026-09-18,65,35,15,5,10,0.28,0.56,-0.28,32.7,0.78,34.24,38.14,9.7
2114.TW,2026-09-18,65,40,20,5,0,0.16,0.22,-0.05,52.4,0.79,87.92,91.87,6.4
1419.TW,2026-09-18,65,35,20,10,0,0.22,0.39,-0.17,53.5,1.31,63.78,70.33,18.3
1301.TW,2026-09-18,65,35,15,5,10,1.25,1.6,-0.35,46.1,2.78,59.44,73.34,4.1
6782.TW,2026-09-18,65,30,15,10,10,6.91,7.5,-0.6,40.6,9.0,222.0,267.0,17.8
1904.TW,2026-09-18,65,35,15,5,10,0.22,0.34,-0.12,45.5,0.63,23.49,26.64,8.5
2115.TW,2026-09-18,65,35,15,15,0,0.24,0.32,-0.09,47.1,0.4,23.0,25.0,26.3
3631.TWO,2026-09-18,65,35,15,15,0,0.59,0.77,-0.18,47.2,1.56,37.03,44.83,34.3
2906.TW,2026-09-18,65,40,20,5,0,0.05,0.09,-0.04,52.0,0.23,13.39,14.54,2.0
2362.TW,2026-09-18,65,35,20,10,0,0.16,0.31,-0.16,52.7,1.08,46.19,51.59,16.5
2908.TW,2026-09-18,65,35,25,5,0,0.07,0.08,-0.01,61.3,0.28,21.69,23.09,0.5
