Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2887Z1.TW,2026-01-09,80,40,25,15,0,0.08,0.09,-0.01,62.5,0.09,16.42,16.87,78.0
2008.TW,2026-01-09,75,40,20,15,0,0.13,0.13,-0.0,57.5,0.41,28.68,30.73,33.9
5519.TW,2026-01-09,75,35,20,15,5,0.4,0.5,-0.11,56.0,0.59,32.17,35.12,574.6
2890.TW,2026-01-09,75,40,20,10,5,0.45,0.48,-0.03,58.5,0.39,28.42,30.37,19.3
5212.TWO,2026-01-09,75,40,20,15,0,0.22,0.28,-0.07,50.0,1.11,50.68,56.23,56.1
4439.TW,2026-01-09,75,35,20,15,5,0.22,0.49,-0.28,54.8,1.64,99.72,107.92,37.5
3521.TWO,2026-01-09,70,35,20,15,0,0.13,0.16,-0.04,51.8,0.66,13.48,16.78,83.9
9918.TW,2026-01-09,65,40,20,5,0,0.01,0.01,-0.0,50.0,0.14,39.42,40.12,4.8
2801.TW,2026-01-09,65,40,15,10,0,0.01,0.05,-0.04,40.7,0.27,19.96,21.31,15.3
3441.TWO,2026-01-09,65,35,15,15,0,0.13,0.48,-0.35,36.1,1.04,35.27,40.47,31.3
6693.TWO,2026-01-09,60,25,20,15,0,1.02,1.16,-0.14,55.3,3.06,74.58,89.88,25.6
2897.TW,2026-01-09,55,30,20,5,0,0.01,0.01,-0.0,58.3,0.05,9.06,9.31,1.0
6210.TWO,2026-01-09,50,30,15,5,0,0.09,0.17,-0.08,37.8,0.3,19.4,20.9,1.3
6465.TWO,2026-01-09,45,20,20,5,0,2.91,3.62,-0.72,52.8,2.42,32.86,44.96,8.8
6753.TW,2026-01-09,40,25,5,10,0,1.95,2.51,-0.57,59.7,6.54,120.92,153.62,18.9
6624.TWO,2026-01-09,40,25,10,5,0,2.22,3.82,-1.6,47.3,2.62,55.16,68.26,1.3
