Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2855.TW,2025-11-27,90,40,20,15,15,0.18,0.21,-0.03,55.1,0.51,23.73,26.28,89.6
3090.TW,2025-11-27,90,35,25,15,15,0.83,0.98,-0.15,61.6,4.15,80.5,101.25,23.0
3189.TW,2025-11-27,85,35,20,15,15,1.87,2.15,-0.28,59.2,8.46,124.08,166.38,26.3
2302.TW,2025-11-27,85,40,20,10,15,0.07,0.1,-0.03,59.5,0.69,17.67,21.12,11.2
2241.TW,2025-11-27,80,35,20,10,15,0.36,0.59,-0.23,55.8,1.45,33.3,40.55,11.7
6139.TW,2025-11-27,80,35,15,15,15,5.65,5.96,-0.31,42.0,21.39,404.22,511.17,49.4
4739.TW,2025-11-27,80,35,20,15,10,0.01,0.19,-0.18,57.5,2.84,62.62,76.82,76.5
2449.TW,2025-11-27,75,25,20,15,15,6.05,7.04,-0.99,55.0,10.68,200.64,254.04,32.0
3028.TW,2025-11-27,75,35,15,10,15,0.5,0.72,-0.22,53.8,1.65,33.05,41.3,14.7
4417.TWO,2025-11-27,75,40,30,5,0,0.97,1.03,-0.06,67.8,1.33,53.04,59.69,5.5
6026.TWO,2025-11-27,75,40,20,15,0,0.08,0.1,-0.02,51.4,0.19,11.67,12.62,229.0
8070.TW,2025-11-27,75,35,15,10,15,0.11,0.3,-0.2,49.8,1.33,42.79,49.44,11.7
3002.TW,2025-11-27,70,30,10,15,15,0.4,0.91,-0.52,25.4,1.86,20.03,29.33,41.3
2643.TWO,2025-11-27,70,40,15,15,0,0.31,0.34,-0.03,34.2,1.06,69.98,75.28,53.5
6257.TW,2025-11-27,70,35,15,5,15,0.29,0.66,-0.38,56.0,3.29,91.92,108.37,5.8
2546.TW,2025-11-27,65,35,15,15,0,0.5,0.68,-0.18,45.6,1.9,85.4,94.9,88.9
3543.TW,2025-11-27,65,30,15,5,15,0.52,1.14,-0.62,39.5,2.84,39.32,53.52,4.0
6693.TWO,2025-11-27,65,30,20,15,0,2.16,2.31,-0.15,56.3,4.04,70.72,90.92,25.6
6021.TWO,2025-11-27,65,35,15,15,0,0.31,0.56,-0.24,45.4,0.79,24.02,27.97,380.8
6138.TWO,2025-11-27,65,30,20,15,0,2.06,2.98,-0.92,58.8,7.0,226.0,261.0,22.1
1459.TW,2025-11-27,60,30,15,15,0,0.01,0.02,-0.01,45.0,0.21,11.48,12.53,39.7
8924.TWO,2025-11-27,60,35,20,5,0,0.23,0.39,-0.16,51.0,1.46,69.78,77.08,8.1
3264.TWO,2025-11-27,60,35,20,5,0,0.67,0.9,-0.24,57.5,3.06,85.58,100.88,6.6
8077.TWO,2025-11-26,60,40,15,5,0,0.2,0.25,-0.05,45.4,0.66,44.68,47.98,2.5
6803.TWO,2025-11-27,60,35,15,10,0,1.48,1.69,-0.21,44.8,2.89,289.22,303.67,15.9
8936.TWO,2025-11-27,55,30,10,15,0,0.29,1.06,-0.78,40.9,2.71,52.18,65.73,45.2
4950.TWO,2025-11-27,50,30,5,15,0,1.28,2.1,-0.82,26.7,1.75,16.2,24.95,11747.2
6654.TWO,2025-11-27,45,30,10,5,0,1.7,2.3,-0.6,40.3,2.79,79.42,93.37,8.2
6284.TWO,2025-11-27,45,30,15,0,0,0.55,1.22,-0.67,46.6,3.29,74.72,91.17,0.0
