Ticker,ROI(%)
2236.TW,25.83
2889.TW,2.15
3028.TW,8.16
6691.TW,3.61
8271.TW,56.96
2887Z1.TW,2.2
6218.TWO,28.63
6465.TWO,123.51
8416.TWO,4.77
