Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
9917.TW,2026-04-17,75,40,30,5,0,1.62,1.67,-0.05,66.7,1.43,113.64,120.79,2.7
3702.TW,2026-04-17,75,30,20,10,15,5.14,5.16,-0.02,58.0,3.91,90.98,110.53,10.3
2436.TW,2026-04-17,70,35,20,10,5,0.91,1.01,-0.1,54.9,3.03,57.04,72.19,10.7
3036.TW,2026-04-17,70,25,15,15,15,5.27,7.1,-1.83,52.5,9.43,211.14,258.29,30.6
8367.TW,2026-04-17,70,35,25,10,0,0.33,0.35,-0.01,60.5,0.45,42.8,45.05,12.9
4538.TWO,2026-04-17,65,30,20,15,0,0.06,0.09,-0.03,57.1,0.31,18.28,19.83,42.2
3049.TW,2026-04-17,60,35,5,5,15,0.05,0.05,-0.0,49.7,0.96,11.88,16.68,8.3
2415.TW,2026-04-17,60,35,15,10,0,0.25,0.42,-0.17,44.4,0.84,27.37,31.57,18.2
5292.TW,2026-04-17,60,30,15,5,10,8.64,8.94,-0.3,48.4,15.29,199.92,276.37,4.6
2937.TWO,2026-04-17,60,40,15,5,0,0.36,0.41,-0.05,37.4,0.73,43.64,47.29,10.0
7718.TWO,2026-04-17,60,40,15,5,0,0.39,0.4,-0.01,51.9,1.11,46.43,51.98,9.3
1593.TWO,2026-04-17,55,30,15,10,0,0.16,0.33,-0.17,37.9,0.63,32.14,35.29,12.9
2755.TWO,2026-04-17,55,25,15,15,0,1.1,2.08,-0.97,48.0,3.18,133.14,149.04,20.8
2640.TWO,2026-04-17,55,30,20,5,0,9.91,10.54,-0.64,54.9,10.29,166.42,217.87,5.8
6103.TWO,2026-04-16,55,30,10,15,0,0.23,0.86,-0.63,37.6,2.31,37.28,48.83,57.0
5904.TWO,2026-04-17,35,15,15,5,0,4.66,6.59,-1.93,48.6,8.68,492.64,536.04,9.6
