Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
3709.TWO,2026-06-02,80,35,30,15,0,2.49,2.66,-0.17,65.6,4.01,80.38,100.43,33.9
2887H.TW,2026-06-02,75,40,20,15,0,0.0,0.02,-0.02,51.9,0.24,40.47,41.67,165.9
2248.TW,2026-06-02,70,40,25,5,0,0.2,0.28,-0.08,61.7,1.21,52.98,59.03,9.8
4111.TWO,2026-06-02,70,40,20,10,0,0.1,0.14,-0.03,51.7,0.31,29.43,30.98,11.6
8027.TWO,2026-06-02,70,35,20,15,0,23.68,24.17,-0.49,58.7,23.64,230.22,348.42,21.4
2108.TW,2026-06-02,65,40,15,10,0,0.17,0.27,-0.1,48.9,0.81,25.98,30.03,14.3
3550.TW,2026-06-02,65,35,15,15,0,0.19,0.24,-0.05,56.3,1.23,18.54,24.69,21.6
3332.TWO,2026-06-02,65,40,15,10,0,0.77,0.86,-0.09,48.5,2.39,60.72,72.67,19.6
2891B.TW,2026-06-02,65,40,15,10,0,0.01,0.03,-0.01,45.5,0.29,63.92,65.37,18.9
3432.TW,2026-06-02,60,35,10,15,0,0.02,0.2,-0.18,38.9,0.8,17.2,21.2,371.4
5904.TWO,2026-06-02,60,30,20,10,0,6.94,7.73,-0.8,52.9,16.93,534.14,618.79,12.7
3717.TW,2026-06-02,60,35,20,5,0,0.19,0.3,-0.11,50.7,1.13,20.14,25.79,3.3
3354.TWO,2026-06-02,55,35,15,5,0,0.98,1.19,-0.2,45.8,2.78,27.64,41.54,9.2
4720.TW,2026-06-02,55,35,10,5,5,0.43,0.72,-0.29,40.2,1.43,22.64,29.79,2.8
2832.TW,2026-06-02,55,25,15,15,0,0.61,0.75,-0.14,47.1,0.83,52.04,56.19,36.6
8438.TW,2026-06-02,55,25,10,15,5,0.09,1.48,-1.39,26.6,5.54,74.62,102.32,20.5
6229.TWO,2026-06-02,55,35,10,10,0,0.33,0.57,-0.24,38.0,1.18,24.59,30.49,11.6
3303.TWO,2026-06-02,55,35,15,5,0,0.14,0.3,-0.16,42.1,1.02,46.86,51.96,3.9
6217.TWO,2026-06-02,50,30,10,10,0,10.59,11.33,-0.75,40.5,23.0,259.0,374.0,15.9
4556.TWO,2026-06-02,50,30,10,10,0,0.94,1.46,-0.52,38.9,2.09,34.87,45.32,18.5
5276.TWO,2026-06-02,50,35,10,5,0,0.33,0.49,-0.16,42.5,1.04,17.37,22.57,4.5
4766.TW,2026-06-02,45,25,15,5,0,3.6,5.32,-1.72,43.6,13.57,345.36,413.21,5.1
7704.TWO,2026-06-02,45,30,10,5,0,0.7,1.49,-0.79,48.3,4.13,53.24,73.89,9.5
9960.TWO,2026-06-02,45,30,10,5,0,0.08,0.61,-0.53,21.9,1.04,28.62,33.82,2.8
