Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2467.TW,2025-12-29,90,35,25,15,15,11.57,11.99,-0.41,61.1,12.04,218.92,279.12,45.8
4439.TW,2025-12-29,80,35,15,15,15,0.6,1.09,-0.49,46.1,2.01,97.98,108.03,37.5
2486.TW,2025-12-29,75,35,20,5,15,0.97,1.36,-0.39,50.9,4.81,86.68,110.73,6.1
1802.TW,2025-12-29,70,35,15,5,15,0.53,0.79,-0.25,42.3,1.86,32.38,41.68,6.2
2816.TW,2025-12-29,65,35,15,10,5,0.15,0.22,-0.07,40.9,0.46,28.38,30.68,11.4
6624.TWO,2025-12-29,65,30,30,5,0,5.73,6.13,-0.4,66.6,3.84,61.72,80.92,1.3
3037.TW,2025-12-29,65,25,20,5,15,9.78,11.2,-1.42,50.0,8.14,204.22,244.92,7.2
9931.TW,2025-12-29,60,40,15,5,0,0.02,0.07,-0.05,34.8,0.24,33.52,34.72,9.7
3665.TW,2025-12-29,60,30,10,15,5,4.91,5.73,-0.83,48.8,59.64,1385.72,1683.92,29.1
6664.TWO,2025-12-29,60,30,25,5,0,7.75,7.9,-0.15,61.5,13.32,277.86,344.46,2.1
2316.TW,2025-12-29,55,30,10,10,5,0.17,0.76,-0.59,43.4,3.89,95.72,115.17,13.7
6856.TWO,2025-12-29,55,40,15,0,0,0.07,0.13,-0.06,47.9,0.62,56.66,59.76,0.0
6173.TWO,2025-12-29,50,30,15,5,0,0.75,0.88,-0.13,47.5,2.69,61.62,75.07,8.4
