Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2413.TW,2026-01-15,100,40,30,15,15,4.37,4.39,-0.01,69.6,2.67,42.91,56.26,21.5
5519.TW,2026-01-15,70,35,15,15,5,0.15,0.33,-0.18,34.2,0.6,31.2,34.2,574.6
2887G.TW,2026-01-15,70,40,15,15,0,0.17,0.24,-0.07,38.5,0.17,39.16,40.01,78.0
1785.TWO,2026-01-15,65,35,15,15,0,0.64,1.0,-0.36,28.0,2.52,59.16,71.76,36.9
6426.TW,2026-01-15,65,25,10,15,15,0.73,2.56,-1.83,32.3,4.67,82.86,106.21,79.0
2849.TW,2026-01-15,65,40,20,5,0,0.01,0.03,-0.01,56.2,0.13,13.19,13.84,1.1
3441.TWO,2026-01-15,65,35,15,15,0,0.1,0.27,-0.17,39.2,1.03,35.19,40.34,31.3
4442.TWO,2026-01-15,60,35,10,15,0,0.13,0.29,-0.16,35.5,1.29,57.02,63.47,40.0
1416.TW,2026-01-15,55,30,20,5,0,0.03,0.05,-0.02,50.0,0.17,11.56,12.41,3.1
2423.TW,2026-01-15,55,35,15,5,0,0.08,0.31,-0.23,47.9,2.1,50.4,60.9,3.5
6823.TWO,2026-01-15,55,30,10,15,0,0.14,0.55,-0.42,39.0,3.98,71.14,91.04,102.7
8039.TW,2026-01-15,55,25,10,5,15,0.67,1.5,-0.83,46.3,3.65,80.7,98.95,0.7
8358.TWO,2026-01-15,55,25,20,10,0,3.94,5.79,-1.85,54.2,12.32,243.36,304.96,10.7
3234.TWO,2026-01-15,50,30,10,10,0,0.32,0.87,-0.56,38.2,2.09,41.42,51.87,14.1
6275.TWO,2026-01-15,50,30,15,5,0,0.26,0.78,-0.52,37.5,1.55,47.9,55.65,0.6
5309.TWO,2026-01-15,50,30,10,10,0,0.17,0.77,-0.6,34.8,2.51,60.68,73.23,17.4
3310.TWO,2026-01-15,45,25,15,5,0,1.42,2.7,-1.29,27.3,2.55,74.7,87.45,9.8
6664.TWO,2026-01-15,45,20,20,5,0,4.92,6.27,-1.35,58.9,11.25,277.5,333.75,2.1
