Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2883.TW,2026-03-18,80,40,15,15,10,0.48,0.55,-0.07,48.0,0.68,19.29,22.69,35.3
2449.TW,2026-03-18,75,25,20,15,15,4.17,4.55,-0.38,50.8,18.36,286.28,378.08,36.6
6133.TW,2026-03-18,75,40,15,10,10,0.41,0.46,-0.06,57.4,2.26,20.83,32.13,11.7
2460.TW,2026-03-18,70,35,15,5,15,0.37,0.55,-0.17,41.2,1.52,23.21,30.81,7.0
6494.TWO,2026-03-18,70,40,20,10,0,1.82,1.89,-0.07,51.9,2.65,43.2,56.45,10.8
6015.TWO,2026-03-18,70,40,15,15,0,0.16,0.19,-0.03,47.9,0.69,12.82,16.27,80.9
2891.TW,2026-03-18,70,40,15,15,0,0.28,0.31,-0.02,49.1,1.59,50.12,58.07,32.6
2535.TW,2026-03-18,70,40,15,15,0,1.05,1.11,-0.06,47.3,1.84,69.52,78.72,58.5
6134.TWO,2026-03-18,70,35,20,15,0,0.11,0.27,-0.16,50.6,2.01,27.98,38.03,31.9
8112A.TW,2026-03-18,65,30,20,15,0,0.21,0.23,-0.02,55.2,0.17,45.46,46.31,38.8
3289.TWO,2026-03-18,65,35,20,10,0,0.47,0.89,-0.42,52.3,7.89,120.22,159.67,14.3
6257.TW,2026-03-18,65,40,15,5,5,1.38,1.4,-0.02,49.7,8.36,119.78,161.58,7.1
2890.TW,2026-03-18,65,35,15,15,0,0.5,0.62,-0.12,43.3,0.85,30.35,34.6,41.3
6109.TWO,2026-03-18,65,40,10,15,0,0.02,0.02,-0.0,44.4,0.36,11.53,13.33,37.9
4987.TWO,2026-03-18,65,35,25,5,0,0.47,0.61,-0.13,61.5,0.15,80.7,81.45,2.2
2022.TW,2026-03-18,60,30,15,15,0,0.06,0.07,-0.01,48.3,0.28,8.49,9.89,28.7
1720.TW,2026-03-18,60,40,15,5,0,0.61,0.69,-0.08,45.5,1.54,60.92,68.62,6.7
5234.TW,2026-03-18,60,30,10,10,10,8.7,9.3,-0.6,37.2,25.18,348.64,474.54,11.1
2484.TW,2026-03-18,60,35,15,5,5,0.1,0.27,-0.17,36.9,1.42,25.06,32.16,5.1
2885.TW,2026-03-18,60,30,15,15,0,0.35,0.68,-0.32,39.1,1.47,41.71,49.06,21.6
3709.TWO,2026-03-18,60,30,20,10,0,1.89,2.2,-0.31,52.3,6.31,58.88,90.43,19.5
3360.TWO,2026-03-18,60,35,10,15,0,0.03,0.19,-0.15,33.9,0.83,13.64,17.79,42.0
3556.TWO,2026-03-18,60,35,15,10,0,0.11,0.32,-0.21,46.5,1.6,39.85,47.85,13.1
3504.TW,2026-03-18,55,35,15,5,0,0.79,0.95,-0.16,46.3,3.47,52.56,69.91,1.0
3138.TW,2026-03-18,55,15,15,10,15,5.65,7.1,-1.45,52.3,17.5,151.0,238.5,14.9
8081.TW,2026-03-18,55,35,15,5,0,2.46,2.92,-0.47,47.0,7.82,226.86,265.96,3.4
6655.TW,2026-03-18,55,35,15,5,0,1.9,2.39,-0.49,46.4,3.32,123.36,139.96,0.1
4137.TW,2026-03-18,50,30,15,5,0,0.75,1.42,-0.68,48.4,3.89,101.72,121.17,7.3
5864.TWO,2026-03-18,50,35,15,0,0,0.82,0.99,-0.16,47.9,1.36,23.28,30.08,0.0
3684.TWO,2026-03-18,50,35,10,5,0,0.41,0.79,-0.38,40.3,3.84,52.62,71.82,0.9
3374.TWO,2026-03-18,50,25,15,10,0,0.53,1.7,-1.17,44.7,10.07,154.86,205.21,14.2
3526.TWO,2026-03-18,50,30,15,5,0,6.73,7.47,-0.74,42.2,13.07,266.86,332.21,6.7
8074.TWO,2026-03-18,50,30,15,5,0,0.53,0.84,-0.31,48.0,4.62,56.66,79.76,5.3
6792.TW,2026-03-18,45,30,10,5,0,0.17,0.79,-0.61,42.5,3.08,50.84,66.24,0.4
6584.TWO,2026-03-18,45,15,15,15,0,12.1,13.2,-1.1,46.0,27.86,359.28,498.58,34.0
7709.TWO,2026-03-18,40,30,10,0,0,0.66,1.12,-0.46,44.1,3.71,50.38,68.93,0.0
