Ticker,ROI(%)
1711.TW,93.33
2248.TW,1.6
3057.TW,25.91
6108.TW,9.02
2887I.TW,0.53
2891B.TW,-0.0
3264.TWO,87.83
3388.TWO,67.84
5351.TWO,79.06
9960.TWO,60.87
