Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
3031.TW,2026-05-20,75,35,15,10,15,0.37,0.83,-0.46,37.0,1.47,27.61,34.96,12.7
2883B.TW,2026-05-20,70,40,15,15,0,0.0,0.01,-0.01,30.0,0.03,8.14,8.29,35.3
8109.TWO,2026-05-20,70,30,25,15,0,2.13,2.63,-0.49,61.5,4.64,117.22,140.42,35.4
2488.TW,2026-05-20,65,40,20,5,0,0.5,0.6,-0.09,55.9,0.84,50.42,54.62,3.7
2882A.TW,2026-05-20,65,35,15,15,0,0.04,0.06,-0.02,42.9,0.16,61.98,62.78,112.9
2887I.TW,2026-05-20,65,35,15,15,0,0.0,0.0,-0.0,38.5,0.02,9.34,9.44,165.9
2834.TW,2026-05-20,65,40,15,10,0,0.05,0.1,-0.06,32.0,0.21,15.63,16.68,10.2
6951.TW,2026-05-20,65,35,15,15,0,0.19,0.32,-0.12,44.6,1.21,78.58,84.63,21.5
4543.TWO,2026-05-20,65,35,15,15,0,0.65,1.0,-0.36,50.6,1.94,34.17,43.87,39.3
1423.TW,2026-05-20,60,40,15,5,0,0.04,0.12,-0.08,37.8,0.9,39.0,43.5,10.0
6121.TWO,2026-05-20,60,30,20,10,0,5.61,6.43,-0.81,57.2,11.14,353.72,409.42,10.9
2882.TW,2026-05-20,60,30,15,15,0,0.92,1.04,-0.12,47.6,2.1,73.7,84.2,112.9
6465.TWO,2026-05-20,60,30,15,15,0,0.46,0.59,-0.13,55.6,2.68,43.24,56.64,82.6
2248.TW,2026-05-20,55,35,15,5,0,0.46,0.81,-0.35,41.1,1.79,51.62,60.57,9.8
8112.TW,2026-05-20,55,25,10,15,5,0.2,0.57,-0.37,48.7,3.87,76.26,95.61,38.8
2489.TW,2026-05-20,50,30,15,5,0,0.46,0.78,-0.32,51.7,3.12,36.31,51.91,9.3
