Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
3028.TW,2025-12-05,75,35,15,10,15,0.3,0.42,-0.11,51.8,0.87,34.91,39.26,14.7
3711.TW,2025-12-05,75,35,20,5,15,5.36,5.54,-0.18,57.5,9.32,212.36,258.96,5.3
2375.TW,2025-12-05,70,35,15,5,15,1.47,1.86,-0.39,46.3,4.37,86.36,108.21,3.9
8077.TWO,2025-12-04,70,40,25,5,0,0.18,0.19,-0.01,60.9,0.44,45.57,47.77,2.5
1522A.TW,2025-12-04,70,40,15,15,0,0.02,0.07,-0.04,40.6,0.11,48.98,49.53,44.2
2327.TW,2025-12-05,70,25,25,5,15,4.61,5.84,-1.23,61.3,8.11,220.78,261.33,4.2
6021.TWO,2025-12-05,65,35,15,15,0,0.21,0.31,-0.1,41.7,0.48,24.74,27.14,375.1
1815.TWO,2025-12-05,65,35,15,15,0,1.97,2.31,-0.34,47.2,4.99,73.42,98.37,37.1
2492.TW,2025-12-05,65,30,15,5,15,0.77,1.38,-0.61,53.1,5.0,110.0,135.0,0.7
2337.TW,2025-12-05,60,30,10,5,15,0.22,0.81,-0.6,31.6,2.15,29.6,40.35,5.9
6432.TWO,2025-12-05,55,35,15,5,0,0.26,0.33,-0.07,43.9,1.88,30.99,40.39,5.8
2478.TW,2025-12-05,50,30,10,5,5,0.03,0.88,-0.84,44.2,2.95,53.7,68.45,1.1
4950.TWO,2025-12-05,50,30,5,15,0,0.59,1.13,-0.55,31.8,1.27,16.81,23.16,170.7
6548.TWO,2025-12-05,50,30,10,10,0,0.2,0.75,-0.55,33.3,2.08,37.19,47.59,11.8
