Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2889.TW,2026-01-26,80,40,25,15,0,0.06,0.08,-0.02,60.5,0.28,16.14,17.54,34.5
3054.TW,2026-01-26,80,35,15,15,15,0.83,1.03,-0.2,47.7,1.39,29.12,36.07,118.6
2887Z1.TW,2026-01-26,75,40,20,15,0,0.02,0.04,-0.01,50.0,0.1,16.3,16.8,78.0
3167.TW,2026-01-26,70,35,20,15,0,2.07,2.39,-0.32,55.6,12.18,211.64,272.54,96.1
3030.TW,2026-01-26,70,35,15,15,5,1.51,1.53,-0.02,55.7,5.96,171.58,201.38,27.2
6624.TWO,2026-01-26,70,35,30,5,0,1.5,1.76,-0.26,67.0,2.62,61.16,74.26,1.3
2236.TW,2026-01-26,65,30,15,15,5,0.87,1.6,-0.73,42.5,4.21,105.58,126.63,473.2
2887E.TW,2026-01-26,65,30,20,15,0,0.09,0.12,-0.03,54.5,0.27,49.46,50.81,78.0
3349.TWO,2026-01-26,65,35,15,15,0,0.32,0.61,-0.29,34.4,0.99,28.02,32.97,39.0
3555.TWO,2026-01-26,60,30,15,15,0,0.61,1.16,-0.55,44.7,4.06,78.68,98.98,767.9
1785.TWO,2026-01-26,60,25,20,15,0,0.33,0.43,-0.1,52.3,2.32,60.66,72.26,36.9
8416.TWO,2026-01-26,60,25,20,15,0,0.98,1.31,-0.33,55.1,3.21,177.58,193.63,34.0
6188.TWO,2026-01-26,55,30,10,15,0,1.07,1.63,-0.56,40.0,4.0,103.5,123.5,34.5
6465.TWO,2026-01-26,50,30,15,5,0,0.71,1.5,-0.8,54.0,2.46,30.28,42.58,8.8
8431.TWO,2026-01-26,35,25,5,5,0,0.42,2.31,-1.89,25.9,4.17,54.36,75.21,6.2
