Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
6446.TW,2026-06-17,95,35,30,15,15,59.89,60.27,-0.38,68.0,48.29,913.42,1154.87,57.2
3481.TW,2026-06-17,85,35,25,10,15,4.54,4.71,-0.18,65.0,4.65,49.3,72.55,19.2
6166.TW,2026-06-17,75,25,20,15,15,9.41,10.18,-0.77,59.0,10.57,121.36,174.21,28.7
6101.TWO,2026-06-17,75,40,20,15,0,0.24,0.28,-0.04,54.9,1.31,37.88,44.43,564.0
6116.TW,2026-06-17,70,35,15,5,15,1.42,1.69,-0.27,56.9,1.58,15.09,22.99,4.0
3229.TW,2026-06-17,70,30,10,15,15,1.23,1.87,-0.64,48.8,3.68,36.79,55.19,45.8
2423.TW,2026-06-17,70,25,15,15,15,2.18,3.19,-1.01,33.6,3.81,68.78,87.83,27.5
6579.TW,2026-06-17,70,25,15,15,15,5.72,6.99,-1.27,47.2,7.22,148.56,184.66,23.1
4111.TWO,2026-06-17,70,40,20,10,0,0.03,0.05,-0.02,56.5,0.25,29.55,30.8,11.6
5434.TW,2026-06-17,70,30,25,10,5,12.72,13.0,-0.27,62.3,19.43,439.14,536.29,17.6
4127.TWO,2026-06-17,70,30,25,15,0,5.12,5.83,-0.71,60.1,4.58,62.04,84.94,70.0
2465.TW,2026-06-17,65,30,15,15,5,0.56,1.4,-0.83,49.9,5.73,70.34,98.99,96.6
2488.TW,2026-06-17,65,40,20,5,0,0.44,0.49,-0.06,57.6,0.93,52.14,56.79,3.7
8383.TWO,2026-06-17,65,35,15,15,0,0.34,0.38,-0.04,50.2,3.06,53.98,69.28,23.6
5523.TWO,2026-06-17,65,40,20,5,0,0.03,0.04,-0.01,50.0,0.16,30.13,30.93,0.4
6213.TW,2026-06-17,65,30,15,15,5,0.61,1.52,-0.91,52.3,19.32,228.86,325.46,20.6
2441.TW,2026-06-17,65,25,10,15,15,4.87,6.84,-1.98,31.6,6.68,113.14,146.54,21.2
2303.TW,2026-06-17,65,30,15,5,15,9.15,10.08,-0.93,48.8,10.96,118.08,172.88,5.5
5490.TWO,2026-06-17,65,40,20,5,0,0.23,0.29,-0.06,52.7,0.89,27.52,31.97,4.7
9960.TWO,2026-06-17,65,35,25,5,0,0.28,0.29,-0.01,63.5,0.87,30.26,34.61,2.8
3105.TWO,2026-06-17,60,35,10,15,0,2.09,2.42,-0.33,48.5,39.78,439.44,638.34,28.4
3356.TW,2026-06-17,60,35,20,5,0,0.88,1.19,-0.31,53.9,2.67,54.56,67.91,8.1
1727.TW,2026-06-17,60,25,10,10,15,1.9,3.4,-1.5,49.4,5.55,82.8,110.55,14.9
2369.TW,2026-06-17,60,35,10,15,0,0.41,0.63,-0.22,35.0,2.24,30.02,41.22,39.6
4764.TW,2026-06-17,60,15,15,15,15,1.88,3.47,-1.59,51.4,27.46,261.08,398.38,24.7
8086.TWO,2026-06-17,60,30,15,15,0,0.94,1.46,-0.52,47.8,9.11,144.28,189.83,58.4
