Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
2302.TW,2025-11-26,85,40,20,10,15,0.04,0.11,-0.07,50.0,0.69,17.47,20.92,11.2
3231.TW,2025-11-26,85,35,20,15,15,0.1,0.42,-0.32,50.6,5.5,131.5,159.0,108.3
3090.TW,2025-11-26,80,35,15,15,15,0.52,1.02,-0.5,51.7,4.06,77.38,97.68,23.0
2241.TW,2025-11-26,80,35,20,10,15,0.36,0.65,-0.29,52.3,1.45,32.85,40.1,11.7
3189.TW,2025-11-26,80,30,20,15,15,1.59,2.22,-0.63,55.7,8.39,121.22,163.17,26.3
2546.TW,2025-11-26,75,35,15,15,10,0.53,0.73,-0.2,47.6,2.01,85.48,95.53,88.9
6139.TW,2025-11-26,75,30,15,15,15,5.3,6.03,-0.73,41.0,21.46,406.08,513.38,49.4
8070.TW,2025-11-26,75,35,15,10,15,0.06,0.35,-0.29,43.1,1.33,41.99,48.64,11.7
6693.TWO,2025-11-26,70,30,25,15,0,1.91,2.35,-0.44,60.5,4.26,69.08,90.38,25.6
6796.TW,2025-11-26,70,25,15,15,15,1.03,1.41,-0.38,47.0,2.0,88.1,98.1,46.7
2643.TWO,2025-11-26,70,40,15,15,0,0.28,0.35,-0.07,47.9,1.16,69.38,75.18,53.5
6957.TW,2025-11-26,70,35,15,5,15,6.48,6.88,-0.4,46.2,9.18,198.14,244.04,3.8
6803.TWO,2025-11-26,65,35,20,10,0,1.52,1.74,-0.23,53.3,3.0,290.0,305.0,15.9
8039.TW,2025-11-26,65,35,15,5,10,0.11,0.4,-0.29,46.8,3.18,58.64,74.54,0.7
2633.TW,2025-11-26,60,35,20,5,0,0.06,0.09,-0.03,55.7,0.51,27.03,29.58,1.0
2838A.TW,2025-11-26,60,40,15,5,0,0.03,0.04,-0.01,33.3,0.15,54.2,54.95,7.7
8111.TWO,2025-11-26,60,35,20,5,0,2.0,2.31,-0.31,50.6,4.54,58.92,81.62,9.8
2887Z1.TW,2025-11-26,60,40,15,5,0,0.0,0.01,-0.01,46.2,0.11,15.88,16.43,5.4
8077.TWO,2025-11-26,60,40,15,5,0,0.2,0.25,-0.05,45.4,0.66,44.68,47.98,2.5
8054.TWO,2025-11-26,60,25,20,15,0,2.75,3.56,-0.81,59.4,9.43,118.64,165.79,70.7
8924.TWO,2025-11-26,55,35,15,5,0,0.19,0.43,-0.23,45.4,1.46,69.48,76.78,8.1
6257.TW,2025-11-26,45,30,10,5,0,0.1,0.76,-0.65,47.5,3.18,89.24,105.14,5.8
3264.TWO,2025-11-26,45,30,10,5,0,0.42,0.96,-0.54,42.7,2.94,82.62,97.32,6.6
6654.TWO,2025-11-26,45,30,10,5,0,1.69,2.45,-0.76,30.2,3.41,78.18,95.23,8.2
