Ticker,Date,Score,Pattern,Momentum,Fundamental,RS,MACD,Signal,Hist,RSI,ATR,StopLoss,TakeProfit,RevenueGrowth
3444.TWO,2026-05-06,80,40,30,10,0,5.98,6.03,-0.04,65.0,6.34,80.52,112.22,11.3
4739.TW,2026-05-06,75,35,20,15,5,2.03,2.48,-0.44,54.3,5.51,79.88,107.43,113.0
6426.TW,2026-05-06,75,20,25,15,15,16.73,17.57,-0.85,62.2,24.79,187.42,311.37,44.0
2882A.TW,2026-05-06,75,40,20,15,0,0.14,0.19,-0.05,50.0,0.18,62.04,62.94,112.9
2887F.TW,2026-05-06,70,40,15,15,0,0.02,0.05,-0.03,33.3,0.18,47.14,48.04,165.9
2887H.TW,2026-05-06,70,40,15,15,0,0.12,0.17,-0.05,31.3,0.17,40.71,41.56,165.9
2887E.TW,2026-05-06,70,30,25,15,0,0.24,0.25,-0.01,62.5,0.26,51.08,52.38,165.9
6134.TWO,2026-05-06,70,40,15,15,0,0.04,0.05,-0.01,39.8,1.41,28.38,35.43,31.9
2382.TW,2026-05-06,70,25,30,15,0,8.18,8.29,-0.11,68.6,11.82,322.86,381.96,53.0
2316.TW,2026-05-06,70,35,20,15,0,3.22,3.45,-0.24,52.9,6.21,104.58,135.63,21.5
2432.TW,2026-05-06,65,30,20,15,0,0.32,0.41,-0.09,59.6,0.61,27.73,30.78,31.4
9905.TW,2026-05-06,65,40,20,5,0,0.1,0.13,-0.03,52.6,0.36,20.73,22.53,2.2
6899.TWO,2026-05-06,65,35,15,15,0,0.31,0.46,-0.16,48.5,1.03,51.74,56.89,34.3
6874.TWO,2026-05-06,65,35,20,10,0,1.24,1.66,-0.41,51.1,3.44,82.42,99.62,17.2
3556.TWO,2026-05-06,65,35,20,10,0,1.95,2.15,-0.19,57.6,2.97,46.66,61.51,13.1
5475.TWO,2026-05-06,65,25,25,15,0,34.18,36.16,-1.98,60.5,31.0,316.5,471.5,70.0
6438.TW,2026-05-06,65,30,20,15,0,2.78,3.46,-0.69,53.2,8.71,161.58,205.13,25.8
2472.TW,2026-05-06,65,25,20,5,15,12.5,13.14,-0.65,54.3,11.04,164.42,219.62,4.2
8112.TW,2026-05-06,65,30,20,15,0,1.09,1.25,-0.16,55.2,4.03,78.74,98.89,38.8
8289.TWO,2026-05-06,60,35,15,10,0,2.56,2.92,-0.36,56.3,3.82,40.16,59.26,16.2
1815.TWO,2026-05-06,60,30,15,15,0,1.35,1.76,-0.41,51.3,8.43,96.64,138.79,27.2
6693.TWO,2026-05-06,60,25,20,15,0,8.66,10.03,-1.37,51.5,10.5,129.5,182.0,32.4
2471.TW,2026-05-06,60,30,20,10,0,0.2,0.24,-0.05,54.7,1.3,50.2,56.7,11.5
2493.TW,2026-05-06,60,30,15,5,10,3.84,3.86,-0.03,38.8,8.96,121.08,165.88,7.2
2305.TW,2026-05-06,60,35,10,10,5,0.16,0.34,-0.18,45.0,1.01,14.83,19.88,19.7
2923.TW,2026-05-06,60,35,10,15,0,0.6,0.9,-0.29,49.8,1.82,20.91,30.01,261.2
3305.TW,2026-05-06,60,30,15,15,0,0.21,0.36,-0.15,45.2,5.32,105.36,131.96,27.0
6277.TW,2026-05-06,60,35,20,5,0,1.32,1.67,-0.36,57.9,1.91,67.48,77.03,2.5
5439.TWO,2026-05-06,60,25,20,15,0,22.59,24.5,-1.91,52.3,29.54,346.92,494.62,132.0
6168.TW,2026-05-06,60,35,15,5,5,0.58,0.72,-0.14,47.4,1.95,23.3,33.05,4.6
6465.TWO,2026-05-06,60,30,15,15,0,1.01,1.64,-0.64,59.1,3.6,41.2,59.2,277.6
3054.TW,2026-05-06,55,20,15,15,5,1.42,2.31,-0.89,57.7,5.51,62.78,90.33,643.7
1449.TW,2026-05-06,55,35,5,15,0,0.1,0.36,-0.26,27.6,0.67,11.66,15.01,28.7
2481.TW,2026-05-06,55,30,15,10,0,1.43,2.17,-0.75,53.2,6.91,87.68,122.23,11.3
6292.TWO,2026-05-06,55,35,15,5,0,0.26,0.49,-0.23,41.2,1.68,42.89,51.29,5.1
9917.TW,2026-05-06,55,35,15,5,0,0.04,0.5,-0.45,38.9,1.36,110.78,117.58,2.7
3339.TWO,2026-05-06,55,25,15,15,0,4.5,5.53,-1.02,52.1,4.99,49.52,74.47,41.2
6667.TWO,2026-05-06,55,25,15,15,0,3.39,4.67,-1.27,43.9,10.79,246.92,300.87,61.1
6588.TWO,2026-05-06,55,30,20,5,0,8.84,9.28,-0.44,53.1,12.29,126.92,188.37,9.3
4527.TWO,2026-05-06,50,30,15,5,0,0.05,0.14,-0.08,38.7,0.57,41.61,44.46,4.3
2640.TWO,2026-05-06,45,25,15,5,0,3.42,5.12,-1.7,45.8,5.57,164.36,192.21,5.8
4905.TWO,2026-05-06,45,25,10,10,0,0.37,1.79,-1.42,45.1,5.15,69.2,94.95,19.8
